0.71394,0.83089,0.90461,0.99768,1.0945,1.0057,-0.061229,-0.81991,-0.86827,-1.0244,-1.4251,-1.121,0.25225,1.2041,0.94584,1.3495,1.5923,-0.72649,-0.80818,-0.85766,-1.0045,-1.1479,-1.1399,-1.2463,-0.4332,0.67215,0.87654,0.87782,0.80185,0.84784,-0.48463,-0.90888,-1.0451,-1.0599,-1.1019,-1.1343,-0.14211,1.0531,1.2727,1.3129,1.5407,-0.65822,-0.83212,-0.93866,-1.0826,-1.1449,-1.1049,-1.1602,-0.10473,0.70603,0.80765,0.92634,0.95081,1.0208,1.1328,1.2421,0.68708,0.85073,0.91028,1.0097,1.0787,1.0009,-0.08693,-0.82501,-0.82283,-0.99557,-1.4205,-1.1539,0.25644,1.1807,0.94389,1.3623,1.6018,-0.72314,-0.78197,-0.84772,-1.0258,-1.1594,-1.1795,-1.2411,-0.39379,0.70916,0.84633,0.853,0.79095,0.87487,-0.50331,-0.92171,-1.0493,-1.0641,-1.0935,-1.1675,-0.14291,1.0565,1.2676,1.3483,1.4996,-0.66197,-0.81958,-0.93241,-1.0818,-1.1313,-1.1415,-1.1429,-0.075287,0.70585,0.83768,0.90098,0.99423,1.0368,1.1288,1.2482
0.58362,0.78665,0.90843,0.97255,1.063,1.0232,-0.065936,-0.71935,-0.79669,-0.96536,-1.5019,-1.1768,0.21745,1.1881,0.89294,1.3978,1.7052,-0.64344,-0.6972,-0.80544,-0.98931,-1.1695,-1.1821,-1.2619,-0.42982,0.6335,0.88774,0.89291,0.80149,0.90143,-0.48205,-0.85619,-0.99927,-1.044,-1.084,-1.1824,-0.24239,1.0165,1.2727,1.3608,1.6206,-0.61838,-0.76404,-0.93599,-1.0804,-1.1405,-1.1474,-1.1816,-0.17775,0.64174,0.79496,0.91207,0.98494,0.99149,1.1734,1.2677,0.63018,0.75356,0.88998,0.9816,1.0754,1.01,-0.029512,-0.7202,-0.77839,-0.99324,-1.5082,-1.1654,0.22323,1.1818,0.84515,1.3858,1.7244,-0.65615,-0.73386,-0.79642,-1.0074,-1.1812,-1.1936,-1.269,-0.45913,0.62537,0.87379,0.84852,0.78291,0.89451,-0.49485,-0.89782,-1.0225,-1.0401,-1.1062,-1.1922,-0.22299,1.0017,1.2711,1.3354,1.5932,-0.60605,-0.79494,-0.939,-1.0806,-1.1207,-1.152,-1.1611,-0.17102,0.62005,0.79004,0.92393,0.98175,0.99362,1.1676,1.2911
0.56709,0.77262,0.88218,0.98271,1.1107,1.0116,-0.048835,-0.71773,-0.79583,-0.99833,-1.5253,-1.1652,0.21077,1.1948,0.83467,1.4308,1.7598,-0.62632,-0.70436,-0.80184,-0.99003,-1.2124,-1.1591,-1.2977,-0.44365,0.61549,0.87998,0.86526,0.7607,0.87196,-0.47585,-0.86211,-1.0034,-1.0487,-1.0845,-1.1899,-0.24198,0.99445,1.2824,1.3391,1.6251,-0.56954,-0.76962,-0.88743,-1.0825,-1.1236,-1.126,-1.1752,-0.19002,0.60495,0.79066,0.91508,1.0084,0.99504,1.16,1.3021,0.57233,0.74272,0.89364,0.95052,1.066,1.0092,-0.075059,-0.7078,-0.74737,-0.98258,-1.5552,-1.1805,0.17101,1.2108,0.86139,1.3928,1.7463,-0.63167,-0.68554,-0.76028,-0.97598,-1.21,-1.1999,-1.2861,-0.44418,0.64012,0.86006,0.85657,0.78823,0.88605,-0.45154,-0.89023,-1.0078,-1.0407,-1.0955,-1.2015,-0.26206,0.98032,1.2719,1.3639,1.6163,-0.56711,-0.75003,-0.90058,-1.0475,-1.1485,-1.1607,-1.1907,-0.2109,0.61723,0.7674,0.89414,0.98479,1.0024,1.1842,1.2865
0.5827,0.76034,0.88152,0.97567,1.0716,1.0217,-0.052608,-0.71621,-0.75801,-0.98757,-1.5735,-1.1412,0.18205,1.2139,0.82854,1.4023,1.7653,-0.66325,-0.68995,-0.77905,-0.96964,-1.1794,-1.1801,-1.3145,-0.41953,0.64543,0.87487,0.88995,0.79572,0.90607,-0.46264,-0.847,-0.99687,-1.03,-1.089,-1.2062,-0.24156,0.99945,1.2842,1.3485,1.6406,-0.59189,-0.75895,-0.90865,-1.0697,-1.1374,-1.1433,-1.1698,-0.18779,0.63833,0.77482,0.90502,1.0161,0.99027,1.1579,1.2935,0.57358,0.7388,0.85652,0.94825,1.1122,1.0286,-0.060732,-0.71982,-0.7789,-0.99359,-1.57,-1.1495,0.19286,1.1875,0.86736,1.4091,1.7332,-0.61922,-0.71035,-0.76631,-1.0073,-1.2061,-1.1846,-1.3078,-0.4607,0.62683,0.8836,0.8729,0.76862,0.89497,-0.45206,-0.86926,-1.0205,-1.041,-1.1015,-1.1882,-0.25562,1.0091,1.3061,1.3504,1.6319,-0.57765,-0.74215,-0.91854,-1.051,-1.1326,-1.1494,-1.184,-0.1867,0.60635,0.78353,0.89772,0.98323,0.99784,1.1789,1.2887
0.5728,0.77039,0.852,0.96075,1.1073,0.98752,-0.034603,-0.6975,-0.75287,-0.96842,-1.5613,-1.175,0.16959,1.1928,0.82208,1.4175,1.7529,-0.62304,-0.67569,-0.75919,-1.0042,-1.1852,-1.1615,-1.3017,-0.45597,0.61691,0.85438,0.85014,0.75936,0.8819,-0.46188,-0.85034,-0.99341,-1.0334,-1.1009,-1.1805,-0.25747,1.0187,1.3036,1.3676,1.6489,-0.5833,-0.75066,-0.91,-1.0857,-1.131,-1.166,-1.167,-0.21084,0.61972,0.78984,0.90329,0.9798,0.99229,1.1961,1.2876,0.58007,0.74195,0.86084,0.97721,1.1008,0.99973,-0.021923,-0.71843,-0.74141,-0.98226,-1.5552,-1.1426,0.18375,1.1902,0.84427,1.4073,1.7652,-0.63041,-0.71319,-0.79529,-1.0157,-1.1745,-1.1909,-1.2993,-0.42022,0.63746,0.87817,0.88842,0.78017,0.90238,-0.45513,-0.87259,-1.0042,-1.0673,-1.0849,-1.2021,-0.255,0.973,1.3153,1.3401,1.6153,-0.58723,-0.73433,-0.88446,-1.0446,-1.1403,-1.1383,-1.1854,-0.20341,0.59266,0.76642,0.88216,1.0177,0.99277,1.1865,1.3185
0.51058,0.69879,0.86037,0.93103,1.1117,1.0325,-0.027462,-0.64272,-0.7207,-0.97434,-1.6174,-1.1938,0.12702,1.1915,0.80758,1.4092,1.782,-0.59908,-0.63578,-0.72379,-1.0041,-1.2312,-1.217,-1.3513,-0.46592,0.59759,0.8241,0.88232,0.77537,0.90746,-0.44281,-0.8235,-0.98515,-1.0503,-1.0963,-1.211,-0.30893,0.955,1.2852,1.3586,1.6657,-0.53994,-0.68785,-0.89503,-1.0525,-1.1482,-1.1576,-1.1754,-0.27824,0.59203,0.7468,0.90059,0.98838,1.0142,1.2,1.3197,0.49794,0.70494,0.86418,0.94435,1.1073,1.0242,-0.014325,-0.66321,-0.71517,-0.95393,-1.6313,-1.1813,0.17125,1.1907,0.81224,1.4214,1.7935,-0.58397,-0.62775,-0.71367,-0.99898,-1.2348,-1.2083,-1.3394,-0.45097,0.57666,0.82877,0.84101,0.78222,0.88717,-0.41512,-0.83425,-1.018,-1.0588,-1.1162,-1.2275,-0.26786,0.94125,1.2731,1.3936,1.6896,-0.50901,-0.70326,-0.8839,-1.0831,-1.1725,-1.1841,-1.2148,-0.25342,0.59343,0.74346,0.89927,0.98404,1.0094,1.2169,1.3191
0.2831,0.54147,0.73477,0.86854,1.1131,1.0111,0.075787,-0.43306,-0.5103,-0.90906,-1.868,-1.2131,0.021509,1.1062,0.65766,1.4599,1.9846,-0.35724,-0.41857,-0.55252,-0.91421,-1.2993,-1.2693,-1.4741,-0.51798,0.42905,0.79922,0.83343,0.76756,0.95596,-0.27096,-0.70519,-0.94766,-1.0311,-1.1165,-1.2882,-0.4452,0.80524,1.2513,1.4129,1.7901,-0.30249,-0.49253,-0.76477,-1.0403,-1.1629,-1.1817,-1.285,-0.46334,0.39925,0.69222,0.86653,1.019,0.98317,1.2954,1.4662,0.2938,0.55368,0.72631,0.87547,1.091,1.0363,0.080378,-0.42847,-0.51458,-0.9252,-1.8883,-1.2552,0.002084,1.0965,0.66208,1.4797,1.982,-0.3541,-0.40707,-0.5585,-0.93644,-1.2593,-1.2597,-1.4743,-0.56127,0.41389,0.79596,0.85613,0.78361,0.95076,-0.30367,-0.68208,-0.95887,-1.0095,-1.1117,-1.2858,-0.45312,0.77719,1.2638,1.4022,1.8183,-0.27905,-0.51026,-0.75571,-1.0284,-1.1784,-1.1797,-1.2636,-0.43972,0.41907,0.70428,0.8738,1.0479,0.99641,1.3019,1.476
0.24904,0.52553,0.73808,0.85726,1.1126,0.99235,0.087007,-0.4537,-0.51851,-0.91275,-1.8926,-1.2067,0.0033676,1.0927,0.61997,1.4461,1.9677,-0.33833,-0.42615,-0.54722,-0.92591,-1.2522,-1.2455,-1.4527,-0.5253,0.45493,0.7815,0.85944,0.78774,0.96219,-0.28923,-0.70959,-0.933,-1.0068,-1.1175,-1.2663,-0.47429,0.80867,1.2416,1.4006,1.8325,-0.29827,-0.48831,-0.76812,-1.0349,-1.1899,-1.196,-1.2434,-0.44012,0.42654,0.69513,0.88822,1.0334,1.0262,1.2767,1.4516,0.25706,0.54496,0.72278,0.88531,1.107,1.0305,0.07037,-0.4401,-0.52101,-0.89895,-1.8508,-1.2115,-0.016551,1.1163,0.62631,1.4584,1.9708,-0.35244,-0.41161,-0.53303,-0.90146,-1.2592,-1.2629,-1.4485,-0.5342,0.44123,0.80847,0.82146,0.77968,0.94523,-0.27932,-0.6744,-0.94785,-1.0216,-1.1314,-1.2472,-0.47296,0.79197,1.2638,1.3715,1.826,-0.27673,-0.51409,-0.78149,-1.0394,-1.1657,-1.2187,-1.254,-0.47544,0.44038,0.67265,0.91043,1.0628,1.0096,1.2947,1.4699
0.20287,0.52312,0.72069,0.88038,1.0773,1.038,0.10891,-0.40112,-0.49947,-0.87703,-1.8975,-1.2654,-0.028159,1.0728,0.59759,1.479,2.0189,-0.31651,-0.37813,-0.51365,-0.92573,-1.272,-1.2865,-1.4594,-0.55877,0.39528,0.76265,0.81947,0.75569,0.94052,-0.23581,-0.67378,-0.93535,-1.0217,-1.0924,-1.2648,-0.50129,0.75814,1.2236,1.3822,1.8394,-0.21637,-0.45335,-0.75212,-1.0571,-1.2002,-1.209,-1.2617,-0.51357,0.38549,0.65255,0.89842,1.066,0.994,1.2882,1.4845,0.21898,0.49966,0.72685,0.87195,1.0702,1.0239,0.094845,-0.41364,-0.51226,-0.87744,-1.9208,-1.218,-0.026252,1.0666,0.62398,1.462,2.0112,-0.3018,-0.35314,-0.51904,-0.9141,-1.2661,-1.279,-1.465,-0.54134,0.39554,0.77351,0.80837,0.77642,0.97466,-0.2639,-0.67568,-0.94649,-1.0259,-1.0949,-1.2548,-0.49768,0.77218,1.2319,1.3789,1.8279,-0.22331,-0.47987,-0.73921,-1.0375,-1.1625,-1.2114,-1.251,-0.51357,0.39242,0.65344,0.89872,1.0687,1.0176,1.2783,1.5124
0.29261,0.53116,0.75628,0.88964,1.1142,1.0153,0.087712,-0.45077,-0.55652,-0.91918,-1.8643,-1.2483,0.00053716,1.1257,0.6349,1.4716,1.9791,-0.35054,-0.41315,-0.56073,-0.92419,-1.2547,-1.283,-1.4626,-0.51669,0.42061,0.81416,0.82867,0.80031,0.96546,-0.29491,-0.69862,-0.93231,-1.0079,-1.0871,-1.2743,-0.43079,0.81977,1.2685,1.3789,1.7974,-0.28568,-0.49176,-0.78178,-1.0594,-1.1858,-1.1771,-1.2392,-0.44328,0.39949,0.68192,0.90208,1.0342,1.0299,1.3022,1.4886,0.25634,0.533,0.75402,0.87852,1.0882,0.99895,0.09515,-0.46532,-0.53895,-0.90558,-1.8878,-1.2245,0.017825,1.0898,0.64507,1.4453,1.972,-0.36052,-0.40197,-0.56406,-0.90482,-1.2687,-1.2629,-1.4327,-0.55759,0.43339,0.81532,0.85452,0.7776,0.92144,-0.29377,-0.69364,-0.95032,-1.0129,-1.1089,-1.2463,-0.46287,0.79183,1.2706,1.3971,1.7956,-0.2984,-0.49195,-0.76646,-1.0401,-1.1921,-1.1891,-1.2511,-0.47654,0.39663,0.68578,0.87181,1.064,1.0155,1.298,1.4943
